Player,Scores
Henry Ellenson\ellenhe01,0.03017252617860583
Stanton Kidd\kiddst01,0.03017252617860583
Justin Patton\pattoju01,0.03017252617860583
Christian Wood\woodch01,0.03037951992863752
Alec Burks\burksal01,0.030427351754788945
Gary Clark\clarkga01,0.030481023786426642
Nicolas Claxton\claxtni01,0.030481023786426642
Danny Green\greenda02,0.03059759851081706
Vincent Poirier\poirivi01,0.030798146896926615
Jae Crowder\crowdja01,0.031137024702549032
Brandon Ingram\ingrabr01,0.031222954954995275
Josh Hart\hartjo01,0.03155549857439327
Dante Exum\exumda01,0.03243151135856076
Jonah Bolden\boldejo01,0.03252462776377546
Andre Roberson\roberan03,0.03253316384545185
Derrick White\whitede01,0.032551418802467535
Luke Kornet\kornelu01,0.03331194909641505
Justin James\jamesju01,0.033393508467122135
Malik Beasley\beaslma01,0.03402436299167938
Shabazz Napier\napiesh01,0.034282467854116594
De'Anthony Melton\meltode01,0.034434698113616824
Kyle Alexander\alexaky01,0.034531113990675544
Josh Gray\grayjo01,0.034531113990675544
Dusty Hannahs\hannadu01,0.034531113990675544
Zach Norvell\norveza01,0.034531113990675544
Josh Reaves\reavejo02,0.034531113990675544
Jarred Vanderbilt\vandeja01,0.034531113990675544
Tyler Zeller\zellety01,0.034531113990675544
Caleb Swanigan\swanica01,0.03464220791422096
Thaddeus Young\youngth01,0.034766547781050816
DeAndre' Bembry\bembrde01,0.0349898209786908
Gary Clark\clarkga01,0.035897155087777466
Aron Baynes\baynear01,0.036077162079180325
Andrew Wiggins\wiggian01,0.03630620966131981
Willie Cauley-Stein\caulewi01,0.037712084983593075
Johnathan Williams\willijo04,0.03797126990497801
Trevor Ariza\arizatr01,0.03798543477223737
Kyrie Irving\irvinky01,0.03814875595254791
Justise Winslow\winslju01,0.0383355360366856
Marco Belinelli\belinma01,0.03885319102282936
Alex Len\lenal01,0.039077085750000795
Enes Kanter\kanteen01,0.039260845447827486
Jaylen Brown\brownja02,0.03967914397281147
Jerami Grant\grantje01,0.03984074324553405
Gary Clark\clarkga01,0.040233965436106855
D.J. Augustin\augusdj01,0.0403321717240116
Rayjon Tucker\tuckera01,0.04056600778458963
Allonzo Trier\trieral01,0.04067041255052478
Jabari Parker\parkeja01,0.0407047826458134
Zach Norvell\norveza01,0.04082491488796963
John Henson\hensojo01,0.040855489186764515
Jordan Bell\belljo01,0.0409118465118094
D.J. Wilson\wilsodj01,0.04164217750370708
P.J. Washington\washipj01,0.04196748762911362
Dario Šarić\saricda01,0.04215189738592323
Larry Nance Jr.\nancela02,0.04230233648761356
Caris LeVert\leverca01,0.04232859556214602
Matt Thomas\thomama02,0.04243291209359068
Kadeem Allen\allenka01,0.04254468379229304
Thon Maker\makerth01,0.043048487565048754
Johnathan Motley\motlejo01,0.04320335949074783
Nemanja Bjelica\bjeline01,0.043305490966677074
Tyler Cook\cookty01,0.04363742161629941
Derrick Walton\waltode01,0.04363742161629941
Troy Daniels\danietr01,0.04377079255454874
Paul Watson\watsopa01,0.04377079255454874
Kevin Hervey\herveke01,0.043782805859598484
Donte DiVincenzo\divindo01,0.04386942428392393
James Johnson\johnsja01,0.04394281268594469
Michael Carter-Williams\cartemi01,0.044122783154465384
Moses Brown\brownmo01,0.04412444542962224
Dewan Hernandez\hernade01,0.04455347362731504
Tony Bradley\bradlto01,0.044604719500515644
Dewayne Dedmon\dedmode01,0.045140017305843605
JaMychal Green\greenja01,0.04517784782095291
Louis King\kinglo02,0.045245627404712885
Juan Hernangómez\hernaju01,0.045278238599009035
P.J. Tucker\tuckepj01,0.04560113041210334
Justin Wright-Foreman\wrighju02,0.04594346809469274
Jerian Grant\grantje02,0.04608899810639672
DeMar DeRozan\derozde01,0.04686088314928033
Gorgui Dieng\dienggo01,0.04700636641389283
Patrick Patterson\pattepa01,0.04700882611536733
Alex Caruso\carusal01,0.0472005708642822
Gary Payton II\paytoga02,0.047212957394523025
Collin Sexton\sextoco01,0.04750128213827104
Will Barton\bartowi01,0.047754166171104895
J.R. Smith\smithjr01,0.047895914932944095
Meyers Leonard\leoname01,0.047920070414114335
Dion Waiters\waitedi01,0.04815775698340341
Bryn Forbes\forbebr01,0.04846970592664379
Delon Wright\wrighde01,0.04851164763195498
Vic Law\lawvi01,0.04865726520664648
Zach Norvell\norveza01,0.04880911674415478
Kent Bazemore\bazemke01,0.04897693563687938
Bruno Caboclo\cabocbr01,0.04905822788359776
Matthew Dellavedova\dellama01,0.04906525959764002
Derrick Walton\waltode01,0.04913084351246638
Michael Frazier\frazimi01,0.049294779523649634
Jae Crowder\crowdja01,0.049365073112780045
Trey Burke\burketr01,0.04945084768044722
Jarrett Culver\culveja01,0.04946127389609917
Caleb Swanigan\swanica01,0.049486413870772905
Jaylen Hoard\hoardja01,0.049550237811347486
Kent Bazemore\bazemke01,0.04960651690677387
Damian Jones\jonesda03,0.04966549026301237
Wenyen Gabriel\gabriwe01,0.04975956319496855
Matt Mooney\moonema01,0.0499640819233334
Brandon Clarke\clarkbr01,0.0503929018480449
Donta Hall\halldo01,0.050395393129738786
Carmelo Anthony\anthoca01,0.05045691378213152
Lauri Markkanen\markkla01,0.05045691378213152
Royce O'Neale\onealro01,0.05045691378213152
Andrew Wiggins\wiggian01,0.050529700351712614
Džanan Musa\musadz01,0.05102113306344863
Malcolm Miller\millema01,0.051089492030905514
Nigel Williams-Goss\willini01,0.05117628305974353
Courtney Lee\leeco01,0.05118039560267473
Gorgui Dieng\dienggo01,0.05122699107175277
B.J. Johnson\johnsbj01,0.051313408809433025
Taurean Prince\princta02,0.05149788383016224
Alex Len\lenal01,0.05160499778710603
Quinn Cook\cookqu01,0.05182336456418374
Jeremy Pargo\pargoje01,0.051917698240693144
Tyus Jones\jonesty01,0.0519269603401063
Naz Reid\reidna01,0.052024534051468285
Keita Bates-Diop\bateske01,0.05231319169112114
Tremont Waters\watertr01,0.052618570903504025
Chris Silva\silvach01,0.053021317461800166
Dewayne Dedmon\dedmode01,0.05362208921623007
Michael Kidd-Gilchrist\kiddgmi01,0.05374978206717923
DeMarre Carroll\carrode01,0.0538553369657368
Derrick Jones Jr.\jonesde02,0.054016577029621815
Romeo Langford\langfro01,0.05403930629295123
Trevor Ariza\arizatr01,0.05463422854081906
Kent Bazemore\bazemke01,0.05469571550048574
Terrance Ferguson\fergute01,0.05470452840585288
Dragan Bender\bendedr01,0.05507796849623381
Jarrell Brantley\brantja01,0.05554895311993435
Jordan Bell\belljo01,0.05578148232305902
Miles Bridges\bridgmi02,0.05590070917145579
T.J. Warren\warretj01,0.05600117034834856
Bradley Beal\bealbr01,0.056198099334157814
David Nwaba\nwabada01,0.056318193279038364
Rui Hachimura\hachiru01,0.05634151133235754
Trey Lyles\lylestr01,0.0563468221255185
Coby White\whiteco01,0.05644744771055654
Devon Hall\hallde01,0.05647057129556671
Mfiondu Kabengele\kabenmf01,0.056539236187260866
Maurice Harkless\harklma01,0.05692139070622931
Jeremiah Martin\martije02,0.05729150359502139
Evan Fournier\fournev01,0.05758762050150762
Norman Powell\powelno01,0.05815364479916024
Jonah Bolden\boldejo01,0.058397880033053795
Jacob Evans\evansja02,0.058417693101037726
Jabari Parker\parkeja01,0.05892541686955588
Patty Mills\millspa02,0.05973393870468352
Boban Marjanović\marjabo01,0.059959867354181184
Thanasis Antetokounmpo\antetth01,0.06016310670853159
Josh Magette\magetjo01,0.06016310670853159
Jaylen Nowell\nowelja01,0.06072935238752264
Luguentz Dort\dortlu01,0.060957967761159026
Rudy Gay\gayru01,0.06138863300084085
Chimezie Metu\metuch01,0.06170028550016332
Alen Smailagić\smailal01,0.06170028550016332
Darius Bazley\bazleda01,0.061763581729519235
Jeremy Lamb\lambje01,0.06183849515041473
Chris Chiozza\chiozch01,0.06267470044258172
KZ Okpala\okpalkz01,0.06281347526592407
Kyle Anderson\anderky01,0.06316156596706896
Marcus Morris\morrima03,0.06326523121389721
Shabazz Napier\napiesh01,0.06394977254771167
Jacob Evans\evansja02,0.06409535264390692
Oshae Brissett\brissos01,0.06450155283511039
Troy Daniels\danietr01,0.06450155283511039
Avery Bradley\bradlav01,0.06457438884619982
Deonte Burton\burtode02,0.06473392624787722
Dean Wade\wadede01,0.06473392624787722
Reggie Bullock\bullore01,0.06486386444485503
Bojan Bogdanović\bogdabo02,0.06524095649202738
Troy Daniels\danietr01,0.06529660827057143
Torrey Craig\craigto01,0.06530907094084915
Dion Waiters\waitedi01,0.06530907094084915
Mychal Mulder\muldemy01,0.06563428831874135
Jarred Vanderbilt\vandeja01,0.06582832165417729
Quinndary Weatherspoon\weathqu01,0.06582832165417729
Gary Trent Jr.\trentga02,0.06591552393413475
Chris Clemons\clemoch01,0.06603317610980408
Tim Frazier\fraziti01,0.06622790591244981
